volatile_acidity,free_sulfur_dioxide,total_sulfur_dioxide,pH,sulphates,alcohol,quality
0.43,8,32,2.89,0.5,9.6,5
0.88,35,155,3.41,0.67,11.2,5
0.36,22,71,2.98,0.84,14.9,5
0.33,9,30,3.12,0.54,12,6
0.47,7,29,3.08,0.46,9.5,5
0.55,20,53,3.14,0.61,9.4,5
0.43,8,32,2.89,0.5,9.6,5
0.5,23,42,2.92,0.68,10.5,7
0.52,5,20,3.32,0.81,9.6,6
0.84,5,13,3.41,0.57,11,4
0.52,5,20,3.32,0.81,9.6,6
0.42,15,42,3.31,0.64,9,5
0.57,9,27,3.36,0.7,9.6,6
0.28,5,13,3.04,0.79,10.2,6
0.4,15,54,3.03,0.66,10.2,5
0.59,25,48,3.14,0.56,9.7,5
0.49,6,16,3.18,0.6,9.5,6
0.34,6,15,2.94,0.66,9.2,6
0.73,15,31,3.15,0.57,11,5
0.34,6,15,2.94,0.66,9.2,6
0.4,30,45,3.26,0.58,10,5
0.73,5,13,3.2,0.52,9.5,5
1.24,32,151,3.15,0.53,9.5,5
0.73,5,13,3.2,0.52,9.5,5
0.4,7,17,3.08,0.67,9.3,6
0.41,12,31,3.26,0.65,10.2,5
0.4,7,17,3.08,0.67,9.3,6
0.8,12,31,3.4,0.48,9.9,5
0.78,45,87,3.48,0.53,10,5
0.26,20,49,3.13,0.54,9.6,5
0.43,15,40,3.06,0.49,9,5
0.45,16,29,3.21,0.49,10.2,6
0.46,32,58,3.33,0.54,9.8,5
0.78,5,15,3.37,0.56,11.3,5
0.98,35,152,3.25,0.48,9.4,5
0.78,5,15,3.37,0.56,11.3,5
0.65,13,40,3.44,0.6,9.1,5
0.64,13,38,3.28,0.59,9.7,5
0.66,4,9,3.4,0.47,9.4,5
0.38,5,17,3.3,1.05,9.4,5
,5,14,3.63,0.54,10.7,3
0.92,12,93,3.48,0.54,9.8,5
0.49,16,62,3.03,1.17,9,5
0.48,21,122,3.32,0.62,9.4,5
0.47,24,125,3.31,0.61,9.4,5
0.47,18,44,3.9,0.62,12.8,6
0.65,8,25,3.47,0.67,9.5,6
0.65,8,25,3.47,0.67,9.5,6
0.615,18,72,3.31,0.53,9.7,5
0.38,5,19,3.11,0.62,10.8,6
1.02,26,88,3.08,0.57,10.1,6
0.65,8,25,3.47,0.67,9.5,6
0.64,9,23,3.47,0.67,9.4,6
0.38,22,84,3.32,0.7,9.6,4
0.765,4,14,3.29,0.54,9.7,4
1.035,11,54,3.37,0.49,9.9,5
0.78,10,19,3.4,0.47,10,5
0.49,16,37,3.37,0.51,10.5,5
0.545,11,35,3.34,0.61,11.6,6
0.31,13,33,3.27,0.66,10,6
1.025,21,84,3.06,0.57,10.1,5
0.565,16,112,3.38,0.61,9.5,5
0.69,13,33,3.36,0.45,9.4,5
0.43,10,48,3.34,0.46,9.4,5
0.74,21,77,3.28,0.51,9.8,5
0.49,13,34,3.29,0.48,9.2,6
0.43,10,48,3.34,0.46,9.4,5
0.46,12,49,3.21,0.57,10,5
0.56,10,22,3.22,0.44,9.6,5
0.66,17,45,3.46,0.54,9.5,5
0.56,10,22,3.22,0.44,9.6,5
0.48,35,106,3.1,0.53,9.2,5
0.42,15,48,3.21,0.59,10,5
0.31,36,127,2.94,1.62,9.5,5
1.115,5,12,3.54,0.6,11.2,4
0.66,5,13,3.29,0.55,10.4,5
0.72,18,49,3.43,0.72,11.1,6
0.57,4,11,3.46,0.68,9.5,5
0.57,4,11,3.46,0.68,9.5,5
0.865,27,58,3.61,0.49,12.7,6
0.55,12,37,3.17,0.67,9.6,5
0.875,4,14,3.44,0.52,11.5,5
0.835,10,19,3.39,0.47,9.6,5
0.45,16,72,3.55,0.6,9.5,5
0.56,9,39,3.48,0.62,9.3,5
0.965,11,22,3.26,0.5,9.5,5
0.965,11,22,3.26,0.5,9.5,5
0.59,19,58,3.5,0.65,9.3,6
0.46,28,104,3.1,0.56,9.2,5
0.69,19,38,3.35,0.6,9.3,5
0.76,12,16,3.45,0.68,11.5,6
0.53,28,,3.21,0.57,9.5,5
0.615,9,18,3.46,0.65,9.2,5
0.41,25,101,3.13,0.53,10,5
0.39,21,101,3.13,0.51,9.5,5
0.51,12,28,3.52,0.73,9.5,6
0.34,12,57,3.3,0.47,9,6
0.33,16,68,3.3,0.48,9.4,5
,12,31,3.52,0.72,9.6,6
0.51,12,28,3.52,0.73,9.5,6
0.65,17,40,3.29,0.55,9.5,5
0.65,17,40,3.29,0.55,9.5,5
0.54,24,66,3.39,0.61,9.4,5
0.65,17,40,3.29,0.55,9.5,5
0.48,14,32,3.09,1.06,9.1,6
0.91,22,47,3.51,0.43,10.7,6
0.98,15,33,3.6,0.46,11.2,6
0.87,10,31,3.25,0.5,9.8,5
0.87,10,31,3.25,0.5,9.8,5
0.42,33,88,3.19,0.52,9.2,5
0.58,9,104,3.23,0.57,9.7,5
0.655,5,35,3.25,0.42,9.6,5
0.7,8,19,3.31,0.53,10,6
0.655,5,35,3.25,0.42,9.6,5
0.68,11,44,3.31,0.55,9.5,6
0.67,12,48,3.31,0.54,9.5,6
0.59,12,74,3.14,0.54,9.4,5
0.6,13,98,3.45,0.62,9.5,5
0.59,24,94,3.55,0.53,9.7,6
0.72,7,32,3.39,0.54,9.6,5
0.59,24,94,3.55,0.53,9.7,6
0.685,23,143,3.28,0.55,9.4,5
0.57,23,144,3.27,0.55,9.4,5
0.4,1,44,3.3,0.92,9.5,6
0.4,2,45,3.31,0.91,9.5,6
1,7,16,3.43,0.46,10,5
0.765,5.5,48,3.4,0.6,10.3,6
0.635,6,18,3.4,0.59,10.3,6
0.43,7,34,3.36,0.61,10.5,5
0.52,21,92,3.5,0.6,9.8,5
0.57,12,45,3.31,0.6,9.4,6
0.46,9,37,3.66,0.65,9.8,5
0.82,26,96,3.36,0.53,10,5
0.46,9,37,3.66,0.65,9.8,5
0.59,20,85,3.55,0.59,9.8,5
0.35,11,61,3.21,0.5,9.5,5
0.35,11,61,3.21,0.5,9.5,5
0.56,19,58,3.18,0.56,10.1,6
0.56,19,58,3.18,0.56,10.1,6
0.63,21,119,3.09,0.52,9.3,5
0.37,18,82,3.33,0.68,9.7,6
0.64,25,130,3.23,0.54,9.6,5
0.61,17,87,3.48,0.6,9.7,6
0.6,7,13,3.38,0.56,10.8,5
0.27,7,26,3.17,0.53,12.5,6
0.89,7,60,2.99,1.18,10.2,5
0.46,24,64,3.1,0.74,9.6,5
0.37,21,42,3.24,0.81,10.8,7
0.5,5,14,3.29,0.52,10.7,6
0.5,5,14,3.29,0.52,10.7,6
0.61,26,108,3.25,0.51,9.4,5
0.55,8,17,3.23,0.44,10,5
0.585,14,86,3.56,0.94,12.9,7
0.56,14,46,3.24,0.66,9.6,6
0.52,4,18,3.26,0.57,9.9,6
0.28,4,10,3.33,0.7,12.8,7
0.25,4,10,3.27,0.71,12.5,7
0.28,4,10,3.33,0.7,12.8,7
0.53,4,12,3.26,0.86,9.2,5
0.48,4,15,3.22,0.55,10.3,6
0.49,4,14,3.3,0.47,10.5,5
0.5,7,24,3.09,0.68,10.9,6
0.45,20,38,3.24,0.71,10.8,5
0.39,4,7,3.44,0.58,11.4,4
0.41,19,41,3.21,0.76,11.3,6
0.45,20,38,,0.71,10.8,5
0.51,8,30,,0.58,10.5,6
0.29,19,27,3.28,0.73,11.9,6
0.715,21,47,3.29,0.45,9.4,5
0.66,9,59,3.28,0.54,9.6,5
0.685,9,22,3.34,0.6,9.7,5
0.42,16,42,3.71,0.74,14,7
0.54,15,36,3.61,0.64,9.8,5
0.54,15,36,3.61,0.64,9.8,5
0.48,6,16,3.24,0.53,10.3,5
0.46,15,37,3.36,0.49,10.7,5
0.27,4,8,3.4,0.64,11,7
0.46,15,37,3.36,0.49,10.7,5
0.57,34,45,3.46,0.74,12.7,8
0.61,16,24,3.56,0.77,11.1,6
0.685,5,9,3.38,0.55,10.9,4
0.61,16,24,3.56,0.77,11.1,6
0.44,34,48,3.38,0.86,9.9,3
0.47,36,51,3.38,0.86,9.9,4
0.685,16,23,3.32,0.47,9.4,5
0.665,27,55,3.39,0.51,9.3,5
0.28,36,100,3.26,0.39,11.7,7
0.28,36,100,3.26,0.39,11.7,7
0.31,9,28,3.24,0.83,11.2,7
0.5,13,26,3.46,0.47,10,5
0.42,9,34,3.24,0.77,12.1,7
0.66,21,31,3.45,0.63,10.3,5
0.5,34,68,3.23,0.72,10.9,
0.685,9,92,3.28,0.62,9.4,
0.25,26,42,3.18,0.83,10.6,
0.64,14,31,3.59,0.66,9.8,
0.64,14,31,3.59,0.66,9.8,
0.68,12,39,3.5,0.7,9.9,
0.64,14,31,3.59,0.66,9.8,
0.63,12,32,3.58,0.66,9.8,
0.43,9,22,3.28,0.55,9.5,
0.43,9,22,3.28,0.55,9.5,
0.42,26,122,3.22,1.07,9.7,
0.36,41,55,3.47,0.73,10.9,
0.36,41,55,3.47,0.73,10.9,
0.735,10,14,3.51,0.71,11.7,
0.36,41,55,3.47,0.73,10.9,
0.26,16,47,3.4,0.78,11.3,
0.28,17,32,3.15,0.67,10.6,
0.56,15,24,3.4,0.82,11.2,
0.62,15,85,3.51,0.54,9.5,
1.01,15,88,3.66,0.6,11.5,
0.42,7,25,3.24,0.44,10.4,
0.62,17,84,3.51,0.53,9.7,5
0.62,15,85,3.51,0.54,9.5,5
0.635,16,86,3.51,0.54,9.7,5
0.49,13,24,3.41,0.83,11.3,6
0.51,13,22,3.4,0.84,11.2,6
0.56,15,24,3.4,0.82,11.2,6
0.63,27,43,3.44,0.64,10.9,6
0.715,31,43,3.41,0.57,11.8,6
0.56,36,46,3.53,0.57,10.6,5
0.35,28,48,3.43,0.54,10,4
0.21,6,10,3.23,0.58,11.1,7
0.38,6,10,3.12,0.65,11.8,7
0.31,7,16,3.31,0.79,11.8,7
0.47,7,14,3.4,0.58,10.9,4
0.715,31,43,3.41,0.57,11.8,6
0.61,30,69,3.22,0.5,10,6
0.6,18,88,3.53,0.55,9.5,5
0.56,10,21,3.15,0.49,9.9,5
0.715,30,35,3.48,0.65,11.4,6
0.31,14,26,3.22,0.78,12,6
0.6,18,88,3.53,0.55,9.5,5
0.61,30,69,3.22,0.5,10,6
0.75,9,30,3.34,0.64,10.5,5
0.8,8,28,3.33,0.65,10.4,6
0.52,29,56,3.15,0.79,12.1,7
0.57,32,64,3.43,0.56,11.2,6
0.9,23,99,3.22,0.68,9.3,5
0.34,30,52,3.44,0.58,10.1,5
0.66,16,86,3.53,0.57,9.7,5
0.45,10,18,3.22,0.65,9.3,6
0.66,16,86,3.53,0.57,9.7,5
0.63,17,88,3.53,0.58,9.8,6
0.59,27,43,3.42,0.58,10.7,6
0.31,17,43,3.31,0.77,12.5,7
0.59,27,43,3.42,0.58,10.7,6
0.31,17,43,3.31,0.77,12.5,7
1.02,6,11,3.48,0.49,11,3
0.31,10,39,3.4,0.69,11.8,5
0.635,16,33,3.58,0.69,10.8,7
0.635,16,33,3.58,0.69,10.8,7
0.59,11,18,3.41,0.59,10.8,7
0.59,11,18,3.41,0.59,10.8,7
0.58,15,115,3.23,0.59,9.5,5
0.54,12,78,3.39,0.71,11,5
0.56,6,9,3.59,0.54,11.5,6
0.52,34,61,,0.59,10.8,6
0.305,7,11,,0.52,11.5,6
0.38,3,11,,0.57,13.2,6
0.28,3,9,,0.6,10.9,6
0.46,4,8,,0.62,12.2,6
0.395,3,10,,0.64,12.2,7
0.305,7,11,3.29,0.52,11.5,6
0.315,3,6,3.27,0.67,11.9,6
0.715,7,62,3.62,0.61,11,5
0.41,26,45,3.38,0.64,10.1,6
0.36,32,79,3.3,0.72,11,6
0.62,38,46,3.38,0.89,11.8,6
0.41,10,23,3.24,0.56,10.5,5
0.36,32,79,3.3,0.72,11,6
0.62,38,46,3.38,0.89,11.8,6
0.41,26,45,3.38,0.64,10.1,6
0.47,14,28,3.18,0.8,11.2,5
0.22,53,77,3.47,0.87,11,7
0.24,52,73,3.47,0.9,10.2,6
0.67,11,75,3.2,0.59,9.2,4
0.47,14,28,3.18,0.8,11.2,5
0.33,10,19,3.3,0.73,12,7
0.61,8,25,3.69,0.73,10.5,5
0.61,13,38,3.48,0.65,9.8,5
0.4,29,66,3.45,0.59,9.5,6
0.61,13,38,3.48,0.65,9.8,5
0.61,8,25,3.69,0.73,10.5,5
0.3,19,72,3.39,0.72,11.8,6
0.3,19,72,3.39,0.72,11.8,6
0.63,6,26,3.07,0.6,10.4,4
0.38,23,42,3.34,0.72,12.9,7
0.46,7,11,3.61,0.54,11.4,5
0.33,13,25,3.36,0.76,12.4,7
0.27,9,17,3.19,0.52,12.5,7
0.43,13,52,3.22,0.64,10,7
0.5,10,45,3.24,0.6,9.7,7
0.3,11,24,3.27,0.64,12.1,7
0.44,7,20,3.14,0.79,11.1,7
0.44,11,24,3.29,0.99,12,7
0.28,6,12,3.26,0.62,12.4,7
0.12,10,21,3.41,0.76,11.9,7
0.12,10,21,3.41,0.76,11.9,7
0.12,10,21,3.41,0.76,11.9,7
0.28,6,12,3.26,0.62,12.4,7
0.31,6,10,3.31,0.68,11.2,7
0.34,5,9,3.2,0.69,12.1,7
0.43,6,11,3.44,0.54,12.2,6
0.21,9,23,3.36,0.67,10.4,5
0.36,5,10,3.31,0.62,11.3,6
0.37,12,51,3.29,0.58,11.1,6
0.57,25,36,3.47,0.71,11.3,7
0.59,12,32,3.36,0.61,10,5
0.47,18,38,3.16,0.85,11.1,6
,7,18,3.27,0.62,9.3,5
,6,16,3.38,0.69,9.5,5
,20,27,3.15,0.69,11.2,6
,18,38,3.16,0.85,11.1,6
,24,48,3.34,0.86,11,6
0.38,6,10,3.13,0.58,11.9,7
0.66,23,113,3.13,0.48,9.2,5
0.4,29,46,3.2,0.6,12.2,6
0.56,7,22,3.46,0.61,10.2,5
0.26,6,10,3.33,0.87,10.9,6
0.26,6,10,3.33,0.87,10.9,6
0.38,6,13,3.22,0.65,11.6,7
0.34,6,12,3.52,0.63,10.7,5
0.33,7,13,3.3,0.62,12.1,7
0.41,35,72,3.44,0.52,9.4,5
0.41,35,72,3.44,0.52,9.4,5
0.59,31,119,3.15,0.5,9.1,5
0.4,9,29,3.28,0.49,11.3,7
0.45,3,6,3.13,0.63,10.4,5
0.5,8,17,3.32,0.71,10.5,6
0.86,13,28,3.25,0.62,10,5
0.52,51,70,3.34,0.82,12.9,6
0.5,8,17,3.32,0.71,10.5,6
0.45,3,6,3.13,0.63,10.4,5
0.58,7,11,3.45,0.58,11.3,6
0.34,3,7,3.19,0.55,11.4,7
0.36,35,70,3.44,0.5,9.4,5
0.39,19,27,3.16,0.49,9.4,5
0.295,14,21,3.14,0.51,10.9,6
0.39,19,27,3.16,0.49,9.4,5
0.34,31,68,3.45,0.48,9.4,5
0.4,30,47,3.36,0.48,9.4,6
0.34,31,68,3.45,0.48,9.4,5
0.35,20,88,3.15,0.43,9.4,5
0.6,19,41,3.39,0.62,10.1,6
0.66,3,11,3.71,0.63,12.8,7
0.66,3,11,3.71,0.63,12.8,7
0.84,4,10,3.12,0.48,9.1,6
0.69,7,12,3.47,0.53,12.9,6
0.43,6,12,3.44,0.72,11.5,7
0.35,31,47,3.26,0.82,10.6,7
0.29,13,27,3.26,0.84,11.7,7
0.36,4,8,3.36,0.55,12.8,7
0.43,27,45,3.25,0.54,10.3,5
0.36,4,8,3.36,0.55,12.8,7
0.29,13,27,3.26,0.84,11.7,7
0.3,12,25,3.26,0.84,11.7,7
0.35,12,24,3.23,0.7,12,7
0.5,26,55,3.18,0.68,10.9,5
0.28,7,12,3.25,0.55,12.3,7
0.32,12,19,3.17,0.55,10.4,6
1.005,11,32,3.23,0.48,10,5
0.71,22,31,3.38,0.58,10,6
0.58,3,7,3.22,0.58,11.2,6
0.39,14,27,3.06,0.84,11.4,6
0.38,12,28,3.27,0.75,12.6,7
0.18,36,109,2.89,0.44,12.7,6
0.18,36,109,2.89,0.44,12.7,6
0.5,10,23,3.53,0.61,10.4,5
0.36,3,8,3.2,0.53,11.9,6
0.36,3,8,3.2,0.53,11.9,6
0.51,4,9,3.35,0.54,10.5,5
0.32,3,9,3.27,0.55,12.3,6
0.58,12,18,3.32,0.56,10.5,7
0.83,17,43,3.33,0.6,10.4,6
0.31,14,36,3.41,0.56,12.6,6
0.795,28,52,3.49,0.52,11.6,5
0.34,41,68,3.37,0.54,10.1,6
0.58,12,18,3.32,0.56,10.5,7
0.59,9,14,3.42,0.55,11.5,7
0.55,9,15,3.35,0.58,11,7
0.82,5,14,3.36,0.53,9.6,5
0.57,14,27,3.3,0.59,10.4,6
0.745,15,48,3.2,0.47,9.7,6
0.37,5,17,3.17,0.65,10.6,7
0.31,26,35,3.22,0.59,12.5,7
0.91,20,56,3.35,0.56,9.2,5
0.41,25,42,3.24,0.77,12.6,7
0.5,21,39,3.33,0.83,11.1,6
0.965,16,32,3.58,0.67,10.2,5
0.49,13,26,3.38,0.64,9.8,6
0.5,21,39,3.33,0.83,11.1,6
0.39,18,39,3.29,0.81,10.9,7
0.39,12,53,3.36,0.62,12.2,6
0.44,32,38,3.32,0.58,11.4,6
0.78,33,45,3.31,0.62,10.7,6
0.43,27,51,3.49,0.64,10.4,5
0.49,3,14,3.27,0.78,10.9,6
0.5,6,17,3.27,0.77,10.8,6
0.43,27,51,3.49,0.64,10.4,5
0.46,16,45,3.03,1.34,9.2,5
0.605,19,25,3.56,0.55,12.9,5
0.33,9,20,3.38,0.77,12.7,7
0.64,5,77,3.13,0.62,9.1,6
0.64,5,77,3.13,0.62,9.1,6
0.48,3,10,3.21,0.59,12.1,7
0.42,28,90,3.15,0.57,9.1,5
0.53,30,52,3.19,0.76,11.6,7
0.48,3,10,3.21,0.59,12.1,7
0.23,3,8,3.14,0.7,9.9,6
0.4,7,16,3.21,0.69,12.5,8
0.38,6,15,3.3,0.64,11.4,6
0.29,6,17,3.22,0.63,11.8,6
0.74,5,10,3.28,0.57,11.8,6
0.61,6,20,3.29,0.6,10.2,6
0.52,13,26,3.4,0.72,12.5,7
0.31,3,10,3.02,0.83,10.9,7
0.31,3,10,3.02,0.83,10.9,7
0.62,28,52,3.31,0.62,10.8,5
0.33,19,37,3.18,0.89,11.1,7
0.77,30,92,3.2,0.58,9.2,5
0.35,33,75,3.4,0.58,9.5,6
0.62,16,37,3.31,0.58,10.7,6
0.77,30,92,3.2,0.58,9.2,5
0.25,45,67,3.44,0.86,10.2,7
0.32,3,8,3.15,0.73,11.4,6
0.37,3,8,3.27,0.58,11,5
0.37,3,8,3.27,0.58,11,5
0.3,37.5,278,3.01,0.51,12.3,7
0.27,3,8,3.16,0.51,11.8,6
0.3,37.5,289,3.01,0.51,12.3,7
0.38,31,70,3.42,0.59,9.5,6
0.42,32,59,3.33,0.77,12,6
0.38,31,70,3.42,0.59,9.5,6
0.48,40,64,3.12,0.49,9.6,5
0.34,3,9,3.38,0.66,11.6,7
0.19,18,30,3.29,0.69,11.2,6
0.41,22,41,3.02,0.76,9.9,7
0.41,22,41,3.02,0.76,9.9,7
0.26,42,74,2.98,0.63,11.8,8
0.34,8,19,3.35,0.6,11.4,6
0.54,10,16,3.43,0.59,11.5,6
0.31,11,31,3.33,0.86,12,7
0.725,9,17,3.35,0.49,10.8,6
0.4,6,20,3.15,0.5,10.5,5
0.725,9,17,3.35,0.49,10.8,6
0.52,5,18,3.2,0.52,9.4,5
0.31,5,16,3.15,0.81,12.5,7
0.52,5,18,3.2,0.52,9.4,5
0.34,23,36,3.11,0.78,12.4,6
0.49,14,25,3.35,0.63,12,6
0.48,18,30,3.45,0.54,11.2,6
0.49,14,25,3.35,0.63,12,6
0.48,16,25,3.28,0.66,12.4,6
0.57,13,49,3.41,0.6,12.8,5
0.23,9,17,3.21,0.54,12.3,6
0.3,10,24,3.27,0.85,11.7,7
0.78,4,13,3.36,0.49,9.5,5
0.47,27,66,3.17,0.76,10.8,6
0.53,6,14,3.25,0.64,10,6
0.42,23,55,3.78,0.64,12.3,7
0.33,6,35,3.29,0.71,11,6
0.24,3,10,3.12,0.59,9.5,6
0.4,29,80,3.49,0.66,13.6,6
0.69,15,21,3.38,0.6,11.3,6
0.69,15,21,3.38,0.6,11.3,6
0.69,15,21,3.38,0.6,11.3,6
0.39,14,24,3.3,0.53,13.3,6
0.66,7,15,3.52,0.58,12.9,5
0.54,8,17,3.2,0.72,13.1,8
0.5,21,28,3.44,0.55,12.3,6
0.47,27,33,3.45,0.48,12.3,6
0.4,17,29,3.12,0.65,11.2,6
0.58,3,13,3.62,0.62,11.5,4
0.24,13,27,3.14,0.59,11.3,7
0.29,3,11,3.39,0.54,13.5,6
0.76,26,52,3.51,0.6,11.5,6
0.43,28,89,3.22,0.68,10,5
0.43,24,70,3.21,0.69,10.5,6
0.6,5,10,3.18,0.63,10.4,6
0.19,57,135,3.32,0.44,9.5,5
0.36,18,38,3.38,0.88,13.6,7
0.48,10,18,3.37,0.68,11.2,7
0.28,6,15,3.3,0.74,11.8,7
0.25,22,50,3.38,0.6,11.9,6
0.52,6,13,3.22,0.76,11.4,6
0.52,6,13,3.22,0.76,11.4,6
0.41,29,94,3.14,0.58,9.1,5
0.51,16,86,3.34,0.64,9.5,6
0.4,33,79,3.41,0.65,9.5,6
0.38,24,71,3.27,0.85,11,6
0.45,6,12,3.3,0.65,11.4,6
0.22,16,20,3.61,0.82,10,6
0.32,35,70,3.43,0.62,10.1,5
0.2,31,51,3.53,0.81,10.4,6
0.5,6,21,3.28,0.87,9.8,6
0.41,6,14,3.21,0.49,11.8,7
0.39,9,21,3.39,0.66,11.6,6
0.35,6,11,3.23,0.52,12,6
0.33,4,12,3.3,0.76,12.8,7
0.58,16,70,3.46,0.65,12.5,6
0.6,9,38,3.15,0.53,9.8,5
0.42,17,38,3.23,0.66,11.1,6
0.58,50,63,3.59,0.68,11.4,6
0.6,9,38,3.15,0.53,9.8,5
0.18,45,88,3.33,0.76,11.8,7
0.51,16,101,3.46,0.87,12.9,7
0.41,22,54,3.42,1.16,10.6,6
0.41,11,37,3.16,0.67,10.8,5
0.36,6,20,3.14,0.72,11.1,7
0.45,12,21,3.21,0.75,10.2,6
0.32,12,19,3.14,0.71,11.8,7
0.785,10,21,3.29,0.67,10,5
0.785,10,21,3.29,0.67,10,5
0.44,15,38,3.01,1.1,9.4,5
0.54,7,60,2.94,0.98,10.2,5
0.33,29,48,3.32,0.88,12.4,7
0.34,8,44,3.21,0.56,12,6
0.5,5,14,3.32,0.62,11.5,6
0.36,5,12,3.2,0.67,10.5,6
0.59,26,44,3.42,0.68,10.8,6
0.42,5,16,3.27,0.74,12.3,6
0.36,26,65,3.46,0.62,9.5,6
0.36,26,65,3.46,0.62,9.5,6
0.61,48,59,3.61,0.7,11.5,6
0.88,23,47,3.58,0.5,11.2,4
0.66,6,11,3.35,0.66,12.7,7
0.915,17,78,3.68,0.73,11.4,5
0.35,11,47,3.27,0.81,11,6
0.35,11,47,3.27,0.81,11,6
0.39,5,11,3.19,0.46,11.4,5
0.4,41,54,3.38,0.86,10.5,6
0.66,16,61,3.29,0.6,9.3,5
0.64,11,119,3.36,0.7,10.9,5
0.43,6,39,3.33,0.46,11.9,6
0.8,6,12,3.52,0.5,12.2,5
0.43,6,39,3.33,0.46,11.9,6
0.64,11,119,3.36,0.7,10.9,5
0.955,5,19,3.3,0.44,9.6,4
0.4,6,20,3.28,0.57,12.5,6
0.885,6,12,3.56,0.51,10.8,5
0.25,11,41,3.52,0.8,12.4,7
0.885,6,12,3.56,0.51,10.8,5
0.745,15,64,3.22,0.59,9.5,6
0.43,21,56,3.52,0.6,9.5,6
0.58,23,94,3.21,0.58,9.5,6
0.57,4,9,3.16,0.54,9.8,6
0.26,19,77,3.15,0.79,10.9,6
0.58,23,94,3.21,0.58,9.5,6
0.57,4,9,3.16,0.54,9.8,6
0.34,5,10,3.27,0.54,11.2,7
0.42,6,12,3.35,0.69,11.7,8
0.74,33,76,3.14,0.55,9.4,5
0.36,24,44,3.4,0.85,11,7
0.36,24,44,3.4,0.85,11,7
0.36,24,44,3.4,0.85,11,7
0.72,24,52,3.35,0.94,10,5
0.36,24,44,3.4,0.85,11,7
0.39,14,24,3.45,0.87,11.2,7
0.65,8,15,3.35,0.62,10.4,6
0.44,22,53,3.32,0.62,9.3,5
0.65,8,15,3.35,0.62,10.4,6
0.38,5,13,3.15,0.75,10.5,6
0.33,6,9,3.1,0.48,10.4,6
0.27,20,29,3.26,0.56,11.3,6
0.57,10,79,3.29,0.69,9.5,6
0.34,43,74,3.23,0.81,12,6
0.4,8,24,3.24,0.69,10.6,6
0.39,25,50,3.2,0.83,10.9,6
0.32,17,44,3.28,0.77,11.5,6
0.32,17,44,3.28,0.77,11.5,6
0.53,33,89,3.26,0.46,9.6,6
0.36,9,23,3.23,0.76,12,6
0.39,8,20,3.07,0.82,10.3,6
0.46,18,77,3.15,0.51,9.4,5
0.58,27,46,3.02,0.47,9.2,5
0.58,8,21,3.27,0.72,9.6,5
0.42,18,88,3.68,0.73,13.6,7
0.43,19,66,3.4,0.64,9.5,5
0.18,15,58,3.37,0.78,11.8,6
0.815,48,90,3.38,0.62,10.8,5
0.43,19,66,3.4,0.64,9.5,5
0.23,14,36,3.23,0.49,9.3,4
0.75,11,18,3.39,0.4,12.8,6
0.33,6,113,3.3,0.56,11.5,4
0.55,7,17,3.26,0.64,9.4,6
0.75,11,18,3.39,0.4,12.8,6
0.73,12,24,3.38,0.46,9.6,4
0.67,11,20,3.45,0.56,11.8,4
0.61,36,60,3.1,0.4,9.3,5
0.37,28,65,3.16,0.59,9.8,5
0.4,15,40,3.22,0.6,12.2,6
0.56,10,86,3.37,0.62,9.5,5
0.29,72,160,3.33,0.54,10.3,6
0.55,15,34,3.49,0.68,10.5,5
0.74,15,48,3.12,0.48,10,5
0.55,15,34,3.49,0.68,10.5,5
0.41,22,36,3.41,0.75,11.1,6
0.6,24,37,3.4,0.61,10.9,6
0.6,24,37,3.4,0.61,10.9,6
0.58,27,60,3.28,0.59,9.8,5
0.72,6,14,3.45,0.58,9.8,5
0.66,6,13,3.43,0.58,9.5,5
0.7,20,35,3.4,0.69,10.9,5
0.64,26,46,3.47,0.45,11,5
0.59,43,60,3.1,0.42,9.2,5
0.58,12,69,3.32,0.7,11,6
0.64,15,33,3.44,0.63,11.3,6
0.64,15,33,3.44,0.63,11.3,6
0.635,19,56,3.02,1.15,9.3,5
1.02,17,24,3.59,0.55,11.2,4
0.45,34,66,3.15,0.58,9.8,5
0.78,13,26,3.37,0.46,9.6,4
0.37,26,51,,0.72,11.8,6
0.57,16,36,,0.6,10.3,6
0.57,16,36,3.38,0.6,10.3,6
0.43,13,19,3.1,0.87,11.4,6
0.41,21,51,3.47,0.55,9.5,6
0.49,28,87,3.5,0.82,14,8
0.38,26,60,3.7,0.75,14,6
0.44,24,,3.38,0.57,11.7,6
0.46,25,,3.5,0.53,11.2,5
0.58,34,44,3.1,0.43,9.3,5
0.58,17,36,3.24,0.53,11.2,6
0.715,13,81,3.24,0.54,9.5,6
0.4,3,10,3.28,0.56,12,4
0.69,3,10,3.35,0.6,9.7,6
0.715,13,81,3.24,0.54,9.5,6
0.3,3,9,3.14,0.57,11.5,7
0.46,28,54,3.37,0.64,10.4,6
0.46,28,54,3.37,0.64,10.4,6
0.765,9,22,3.33,0.68,10.9,6
0.63,17,69,3.26,0.63,10.2,6
0.42,18,36,3.39,0.56,10.9,5
0.37,20,47,3.15,0.57,10.5,5
0.16,17,31,3.35,0.54,12.4,6
0.6,3,7,3.22,0.37,13,5
0.6,20,110,3.3,1.17,10.2,5
0.6,20,110,3.3,1.17,10.2,5
0.74,6,12,3.36,0.59,11,5
0.635,25,60,3.29,0.75,10.9,6
0.395,14,28,3.62,0.67,12.4,6
0.755,6,12,3.34,0.49,9.7,4
