volatile_acidity,free_sulfur_dioxide,total_sulfur_dioxide,pH,sulphates,alcohol,quality
0.39,9.0,21.0,3.39,0.66,11.6,6.0
0.59,27.0,81.0,3.04,1.61,9.5,6.0
0.65,17.0,40.0,3.29,0.55,9.5,5.0
0.52,11.0,39.0,3.42,0.58,9.6,5.0
0.755,10.0,103.0,2.87,1.36,10.2,6.0
0.3,11.0,24.0,3.27,0.64,12.1,7.0
0.28,36.0,100.0,3.26,0.39,11.7,7.0
0.67,16.0,51.0,3.16,1.14,9.4,5.0
0.6,18.0,88.0,3.53,0.55,9.5,5.0
0.7,11.0,34.0,3.51,0.56,9.4,5.0
0.77,34.0,52.0,3.62,0.68,9.9,5.0
0.58,5.0,18.0,3.09,0.63,10.0,6.0
0.32,35.0,67.0,3.32,0.92,10.8,7.0
0.47,8.0,19.0,3.56,0.73,10.6,6.0
0.915,15.0,39.0,3.53,0.54,11.1,5.0
0.28,4.0,10.0,3.33,0.7,12.8,7.0
0.46,28.0,104.0,3.1,0.56,9.2,5.0
0.6,11.0,18.0,3.45,0.56,12.2,6.0
0.79,21.0,68.0,3.12,0.44,9.2,5.0
0.645,15.0,28.0,3.78,0.61,12.5,6.0
0.57,17.0,26.0,3.36,0.61,10.2,5.0
0.41,21.0,51.0,3.47,0.55,9.5,6.0
0.67,8.0,33.0,3.68,0.71,9.6,5.0
0.58,16.0,70.0,3.46,0.65,12.5,6.0
0.795,11.0,26.0,3.35,0.83,9.4,6.0
0.59,20.0,47.0,3.26,0.67,9.6,5.0
0.18,36.0,109.0,2.89,0.44,12.7,6.0
0.68,17.0,26.0,3.45,0.53,9.5,5.0
0.34,43.0,74.0,3.23,0.81,12.0,6.0
0.27,3.0,8.0,3.16,0.51,11.8,6.0
0.42,34.0,64.0,3.41,0.68,10.4,6.0
0.63,14.0,39.0,3.34,0.53,10.8,6.0
0.745,15.0,64.0,3.22,0.59,9.5,6.0
0.59,21.0,68.0,3.46,0.63,9.5,5.0
0.725,9.0,17.0,3.35,0.49,10.8,6.0
0.29,72.0,160.0,3.33,0.54,10.3,6.0
0.64,5.0,77.0,3.13,0.62,9.1,6.0
0.45,6.0,12.0,3.3,0.65,11.4,6.0
0.69,33.0,141.0,3.25,0.51,9.9,5.0
0.3,3.0,9.0,3.14,0.57,11.5,7.0
0.61,16.0,24.0,3.56,0.77,11.1,6.0
0.43,10.0,48.0,3.34,0.46,9.4,5.0
0.53,6.0,14.0,3.25,0.64,10.0,6.0
0.36,10.0,41.0,3.23,0.66,12.5,6.0
0.41,22.0,54.0,3.42,1.16,10.6,6.0
0.38,23.0,42.0,3.34,0.72,12.9,7.0
0.67,5.0,21.0,3.39,0.54,9.5,5.0
0.69,8.0,24.0,2.88,0.47,9.7,5.0
0.26,19.0,77.0,3.15,0.79,10.9,6.0
0.68,12.0,22.0,3.48,0.5,9.3,5.0
0.52,9.0,30.0,3.24,0.6,9.3,5.0
0.41,21.0,43.0,3.32,0.57,10.5,6.0
0.41,29.0,55.0,3.26,0.88,11.0,5.0
0.63,6.0,33.0,3.09,0.57,9.4,5.0
0.8,12.0,31.0,3.4,0.48,9.9,5.0
0.44,18.0,111.0,3.3,0.6,9.5,5.0
0.67,31.0,92.0,3.32,0.68,11.1,6.0
0.54,10.0,16.0,3.43,0.59,11.5,6.0
0.52,20.0,49.0,3.34,0.86,10.6,7.0
0.43,13.0,52.0,3.22,0.64,10.0,7.0
0.61,26.0,108.0,3.25,0.51,9.4,5.0
0.49,19.0,133.0,2.93,1.98,9.8,5.0
0.38,7.0,35.0,3.33,0.47,9.5,5.0
0.61,4.0,8.0,3.33,0.37,10.4,4.0
0.65,17.0,40.0,3.29,0.55,9.5,5.0
0.64,18.0,29.0,3.32,0.6,10.0,6.0
0.3,9.0,28.0,3.2,0.77,10.8,7.0
0.75,17.0,32.0,3.55,0.61,12.8,6.0
0.55,12.0,72.0,3.05,0.63,9.2,5.0
0.56,12.0,47.0,3.19,0.93,9.5,5.0
0.63,14.0,96.0,3.19,0.62,9.5,5.0
0.51,8.0,38.0,3.47,0.66,9.6,6.0
0.45,34.0,66.0,3.15,0.58,9.8,5.0
0.31,11.0,25.0,3.36,0.76,10.1,6.0
0.835,10.0,19.0,3.39,0.47,9.6,5.0
0.35,11.0,61.0,3.21,0.5,9.5,5.0
0.22,1.0,28.0,3.41,0.87,10.3,6.0
0.33,6.0,12.0,3.35,0.61,10.7,5.0
0.715,31.0,43.0,3.41,0.57,11.8,6.0
0.84,16.0,65.0,3.53,0.72,9.25,6.0
0.5,15.0,26.0,3.36,0.45,9.5,5.0
0.41,16.0,43.0,3.48,0.64,9.1,5.0
0.34,4.0,28.0,3.36,0.44,10.1,5.0
0.28,35.0,103.0,3.3,0.75,10.5,7.0
0.87,10.0,31.0,3.25,0.5,9.8,5.0
0.5,6.0,17.0,3.27,0.77,10.8,6.0
0.43,22.0,67.0,3.13,1.28,9.4,5.0
0.39,3.0,20.0,3.34,0.58,9.4,5.0
0.88,25.0,67.0,3.2,0.68,9.8,5.0
0.44,6.0,24.0,3.06,0.66,13.4,6.0
0.51,15.0,34.0,3.48,0.57,11.5,6.0
0.56,15.0,46.0,3.11,0.92,10.0,6.0
0.715,13.0,81.0,3.24,0.54,9.5,6.0
0.24,52.0,73.0,3.47,0.9,10.2,6.0
0.34,9.0,18.0,3.18,0.55,11.4,5.0
0.43,8.0,32.0,2.89,0.5,9.6,5.0
0.67,17.0,34.0,3.28,0.98,9.9,6.0
0.69,21.0,58.0,3.46,0.72,10.2,5.0
0.54,12.0,78.0,3.39,0.71,11.0,5.0
0.87,26.0,61.0,3.6,0.72,9.8,4.0
0.63,51.0,77.5,3.2,0.45,9.5,5.0
0.33,4.0,12.0,3.3,0.76,12.8,7.0
0.41,6.0,23.0,3.3,0.58,11.2,5.0
0.32,27.0,65.0,3.28,0.79,10.7,5.0
0.58,15.0,50.0,3.58,0.67,12.5,6.0
0.6,17.0,106.0,3.85,0.6,12.9,6.0
0.44,10.0,28.0,3.25,0.53,10.2,6.0
0.74,7.0,16.0,3.45,0.63,11.5,6.0
0.64,18.0,101.0,3.34,0.52,10.2,5.0
0.775,24.0,56.0,3.31,0.67,10.6,6.0
0.36,21.0,55.0,3.18,0.82,11.0,7.0
0.66,5.0,13.0,3.29,0.55,10.4,5.0
0.43,14.0,23.0,3.35,0.61,11.3,6.0
0.895,7.0,13.0,3.53,0.58,10.8,6.0
0.48,26.0,52.0,3.31,0.53,10.5,6.0
0.6,5.0,19.0,3.14,0.57,11.4,5.0
0.27,28.0,46.0,3.2,0.8,10.2,6.0
0.32,3.0,15.0,3.2,0.78,9.6,5.0
0.4,33.0,79.0,3.41,0.65,9.5,6.0
0.38,22.0,84.0,3.32,0.7,9.6,4.0
0.4,38.0,142.0,3.22,0.55,9.4,5.0
0.91,20.0,56.0,3.35,0.56,9.2,5.0
0.46,18.0,34.0,3.39,0.6,10.6,6.0
0.37,21.0,49.0,3.57,0.62,9.8,6.0
0.74,10.0,45.0,3.24,0.5,9.8,5.0
0.43,19.0,66.0,3.4,0.64,9.5,5.0
0.63,18.0,30.0,3.4,0.75,9.8,5.0
0.48,6.0,16.0,3.22,0.72,11.2,5.0
0.56,14.0,46.0,3.24,0.66,9.6,6.0
0.54,6.0,15.0,3.01,0.83,11.8,7.0
0.16,17.0,31.0,3.35,0.54,12.4,6.0
0.26,6.0,10.0,3.2,0.72,10.2,7.0
0.77,30.0,74.0,3.3,0.64,10.4,6.0
0.43,19.0,66.0,3.4,0.64,9.5,5.0
0.18,36.0,109.0,2.89,0.44,12.7,6.0
0.18,4.0,23.0,3.28,0.97,10.1,6.0
1.33,3.0,12.0,3.53,0.49,10.9,5.0
0.68,32.0,54.0,3.51,0.66,11.3,6.0
1.035,11.0,54.0,3.37,0.49,9.9,5.0
0.37,18.0,58.0,3.34,0.7,9.6,6.0
0.52,12.0,53.0,3.36,0.57,9.1,5.0
0.59,13.0,49.0,3.18,0.65,11.0,6.0
0.3,9.0,28.0,3.2,0.77,10.8,7.0
0.46,19.0,98.0,3.32,0.63,9.5,6.0
0.32,35.0,70.0,3.43,0.62,10.1,5.0
0.29,8.0,20.0,3.39,0.6,10.5,5.0
0.36,18.0,38.0,3.38,0.88,13.6,7.0
0.8,8.0,28.0,3.33,0.65,10.4,6.0
0.46,12.0,35.0,3.1,0.56,9.0,6.0
0.45,3.0,15.0,3.41,0.56,9.2,5.0
0.46,28.0,54.0,3.37,0.64,10.4,6.0
0.885,6.0,12.0,3.56,0.51,10.8,5.0
0.35,15.0,37.0,3.35,0.86,12.8,8.0
0.685,6.0,31.0,3.19,0.7,10.1,6.0
0.31,17.0,43.0,3.31,0.77,12.5,7.0
0.55,20.0,53.0,3.14,0.61,9.4,5.0
0.43,15.0,28.0,3.35,0.81,10.6,6.0
0.5,17.0,102.0,3.35,0.8,10.5,5.0
0.74,16.0,46.0,4.01,0.59,12.5,6.0
0.74,21.0,77.0,3.28,0.51,9.8,5.0
0.69,7.0,12.0,3.47,0.53,12.9,6.0
0.61,5.0,10.0,3.42,0.6,9.5,5.0
0.655,8.0,25.0,3.37,0.55,9.7,5.0
0.64,25.0,130.0,3.23,0.54,9.6,5.0
0.48,3.0,10.0,3.21,0.59,12.1,7.0
0.5,21.0,127.0,3.23,0.62,9.4,5.0
0.34,8.0,44.0,3.21,0.56,12.0,6.0
0.7,5.0,15.0,3.32,0.6,9.0,6.0
0.65,17.0,38.0,3.34,0.74,11.7,7.0
0.39,10.0,26.0,3.34,0.75,10.2,6.0
0.43,15.0,40.0,3.06,0.49,9.0,5.0
0.885,4.0,8.0,3.36,0.33,9.1,4.0
0.55,8.0,17.0,3.23,0.44,10.0,5.0
0.44,9.0,28.0,3.24,0.65,10.8,6.0
0.49,10.0,44.0,3.39,0.54,9.7,5.0
0.53,6.0,25.0,3.12,0.59,9.3,6.0
0.52,12.0,35.0,3.38,0.62,9.5,7.0
0.725,31.0,134.0,3.32,1.07,9.3,5.0
0.645,10.0,23.0,2.92,0.74,11.1,5.0
0.37,20.0,47.0,3.15,0.57,10.5,5.0
0.49,13.0,24.0,3.41,0.83,11.3,6.0
0.68,16.0,51.0,3.38,0.52,9.5,5.0
0.46,18.0,34.0,3.39,0.6,10.6,6.0
0.54,25.0,52.0,3.2,0.71,11.4,6.0
0.57,16.0,36.0,3.38,0.6,10.3,6.0
0.58,21.0,114.0,3.22,0.54,9.4,6.0
0.48,10.0,28.0,3.33,0.67,11.2,7.0
0.35,5.0,21.0,3.17,0.53,10.5,5.0
0.6,16.0,34.0,3.47,0.7,9.9,6.0
0.35,5.0,14.0,3.26,0.79,10.6,5.0
0.4,9.0,29.0,3.28,0.49,11.3,7.0
0.54,39.0,55.0,3.39,0.84,11.4,6.0
0.54,16.0,40.0,3.39,0.62,9.4,5.0
0.8,6.0,12.0,3.52,0.5,12.2,5.0
0.39,14.0,67.0,3.34,0.55,9.2,5.0
0.715,7.0,62.0,3.62,0.61,11.0,5.0
0.45,3.0,6.0,3.13,0.63,10.4,5.0
0.49,10.0,26.0,3.16,0.78,12.5,7.0
0.25,4.0,10.0,3.27,0.71,12.5,7.0
0.52,19.0,59.0,3.3,0.48,10.2,5.0
0.76,26.0,52.0,3.51,0.6,11.5,6.0
0.58,20.0,31.0,3.5,0.64,10.2,6.0
0.815,17.0,34.0,3.58,0.89,12.3,7.0
0.55,39.0,51.0,3.52,0.76,11.2,6.0
0.34,31.0,68.0,3.45,0.48,9.4,5.0
0.3,37.5,278.0,3.01,0.51,12.3,7.0
0.605,10.0,31.0,3.46,0.53,11.8,6.0
0.53,17.0,31.0,3.33,0.56,10.0,6.0
0.6,28.0,71.0,3.5,0.57,9.7,5.0
0.37,3.0,8.0,3.27,0.58,11.0,5.0
0.37,15.0,28.0,3.23,0.73,11.3,7.0
0.61,8.0,25.0,3.69,0.73,10.5,5.0
0.46,16.0,45.0,3.03,1.34,9.2,5.0
0.63,66.0,115.0,3.22,0.56,9.5,5.0
0.58,40.0,54.0,3.4,0.73,9.7,5.0
0.635,6.0,18.0,3.4,0.59,10.3,6.0
0.18,38.0,67.0,3.33,0.93,11.3,5.0
0.935,11.0,86.0,3.43,0.64,11.3,4.0
0.75,34.0,89.0,3.24,0.45,9.3,5.0
0.4,10.0,47.0,3.38,0.77,10.5,7.0
0.47,30.0,135.0,3.3,0.53,9.4,5.0
0.645,14.0,57.0,3.37,0.46,10.3,5.0
0.52,5.0,20.0,3.32,0.81,9.6,6.0
0.59,35.0,121.0,3.37,0.49,9.4,5.0
0.56,25.0,42.0,3.34,0.59,9.2,5.0
0.43,10.0,37.0,3.17,0.91,9.5,5.0
0.56,36.0,46.0,3.53,0.57,10.6,5.0
0.725,8.0,15.0,3.26,0.53,9.6,5.0
0.66,6.0,11.0,3.35,0.66,12.7,7.0
0.63,17.0,88.0,3.53,0.58,9.8,6.0
0.41,22.0,41.0,3.02,0.76,9.9,7.0
0.22,8.0,18.0,3.39,0.56,12.4,6.0
0.5,5.0,14.0,3.29,0.52,10.7,6.0
0.715,10.0,38.0,3.31,0.64,9.4,5.0
0.58,28.0,109.0,3.08,0.49,9.8,6.0
0.685,40.0,63.0,3.6,0.81,9.9,5.0
0.74,6.0,12.0,3.36,0.59,11.0,5.0
0.31,22.0,46.0,3.32,0.67,9.7,6.0
0.64,14.0,31.0,3.36,0.58,10.4,6.0
0.26,8.0,23.0,3.26,0.7,9.6,6.0
0.28,10.0,24.0,3.2,0.89,9.4,6.0
0.49,20.0,136.0,2.93,1.95,9.9,6.0
0.22,53.0,77.0,3.47,0.87,11.0,7.0
0.21,6.0,10.0,3.23,0.58,11.1,7.0
0.31,11.0,31.0,3.33,0.86,12.0,7.0
0.88,35.0,155.0,3.41,0.67,11.2,5.0
0.34,6.0,15.0,2.94,0.66,9.2,6.0
0.56,24.0,32.0,3.54,0.6,11.3,5.0
0.31,18.0,40.0,3.14,0.51,9.8,6.0
0.675,17.0,82.0,3.35,0.54,10.1,5.0
0.58,15.0,65.0,3.28,0.54,9.2,5.0
0.635,25.0,60.0,3.29,0.75,10.9,6.0
0.645,5.0,14.0,3.17,0.42,10.0,6.0
0.28,26.0,46.0,3.32,1.04,10.6,6.0
0.57,23.0,144.0,3.27,0.55,9.4,5.0
0.12,10.0,21.0,3.41,0.76,11.9,7.0
0.67,6.0,13.0,3.17,0.71,9.5,6.0
0.865,27.0,58.0,3.61,0.49,12.7,6.0
0.54,55.0,95.0,3.18,0.77,9.0,6.0
0.5,17.0,99.0,3.63,0.63,13.0,5.0
0.37,17.0,65.0,3.22,0.78,10.1,5.0
0.49,15.0,33.0,3.58,0.59,12.5,6.0
0.36,19.0,35.0,3.37,0.93,12.4,6.0
0.695,7.0,21.0,3.17,0.84,12.2,7.0
0.44,22.0,53.0,3.32,0.62,9.3,5.0
0.58,50.0,63.0,3.59,0.68,11.4,6.0
0.7,11.0,34.0,3.51,0.56,9.4,5.0
0.5,21.0,28.0,3.44,0.55,12.3,6.0
0.725,10.0,62.0,3.35,0.56,10.0,6.0
0.64,13.0,38.0,3.28,0.59,9.7,5.0
0.62,6.0,19.0,3.22,0.69,13.4,8.0
0.43,7.0,34.0,3.36,0.61,10.5,5.0
0.32,5.0,32.0,3.36,0.44,10.1,5.0
0.31,26.0,85.0,3.26,0.53,9.7,5.0
0.6,17.0,91.0,3.29,0.56,9.8,6.0
0.41,29.0,94.0,3.14,0.58,9.1,5.0
0.365,39.0,106.0,3.36,0.78,11.0,5.0
0.49,26.0,121.0,3.34,0.76,10.5,5.0
0.52,51.0,70.0,3.34,0.82,12.9,6.0
0.47,7.0,29.0,3.08,0.46,9.5,5.0
0.92,12.0,93.0,3.48,0.54,9.8,5.0
0.5,15.0,143.0,3.2,0.55,9.5,5.0
0.34,17.0,53.0,3.05,0.81,9.5,6.0
0.41,10.0,23.0,3.24,0.56,10.5,5.0
0.33,5.0,22.0,3.26,0.74,11.2,7.0
0.61,9.0,29.0,3.26,1.56,9.1,5.0
0.27,15.0,33.0,3.22,0.66,12.8,6.0
0.39,34.0,60.0,3.46,0.78,9.9,5.0
0.29,21.0,59.0,3.31,0.67,10.1,6.0
0.64,29.0,53.0,3.24,0.67,9.9,5.0
0.49,9.0,43.0,3.29,0.58,9.0,5.0
0.4,7.0,17.0,3.08,0.67,9.3,6.0
0.33,9.0,20.0,3.38,0.77,12.7,7.0
0.71,11.0,34.0,3.44,0.53,9.5,5.0
0.39,23.0,149.0,3.12,0.5,11.5,6.0
0.915,17.0,78.0,3.68,0.73,11.4,5.0
0.74,7.0,16.0,3.45,0.63,11.5,6.0
0.65,8.0,25.0,3.47,0.67,9.5,6.0
0.42,15.0,42.0,3.31,0.64,9.0,5.0
0.59,43.0,60.0,3.1,0.42,9.2,5.0
0.55,7.0,17.0,3.26,0.64,9.4,6.0
0.305,7.0,11.0,3.29,0.52,11.5,6.0
0.62,24.0,42.0,3.42,0.57,11.5,6.0
0.56,7.0,28.0,3.37,0.5,9.4,6.0
0.41,6.0,47.0,3.01,0.81,10.8,6.0
0.75,11.0,18.0,3.39,0.4,12.8,6.0
0.74,16.0,46.0,4.01,0.59,12.5,6.0
0.38,12.0,42.0,3.16,0.61,10.3,5.0
0.67,10.0,24.0,3.42,0.72,11.1,6.0
0.5,8.0,17.0,3.32,0.71,10.5,6.0
0.56,17.0,108.0,3.32,0.54,9.5,5.0
0.51,13.0,31.0,3.36,0.54,10.5,6.0
0.655,7.0,12.0,3.34,0.39,9.5,5.0
0.34,15.0,75.0,3.18,0.64,9.4,5.0
0.63,17.0,91.0,3.26,0.58,9.8,6.0
0.47,27.0,33.0,3.45,0.48,12.3,6.0
0.75,12.0,80.0,3.38,0.52,10.1,5.0
0.5,5.0,20.0,3.31,0.79,10.7,6.0
0.5,8.0,17.0,3.32,0.71,10.5,6.0
0.36,19.0,42.0,3.57,0.57,11.7,6.0
0.65,6.0,18.0,3.57,0.54,11.95,5.0
0.23,14.0,36.0,3.23,0.49,9.3,4.0
0.615,16.0,59.0,3.58,0.52,9.9,5.0
0.52,14.0,38.0,3.43,0.65,9.0,6.0
0.32,24.0,34.0,3.29,0.8,11.6,7.0
0.53,16.0,72.0,3.15,0.57,9.4,5.0
0.49,13.0,50.0,3.16,0.69,9.2,6.0
0.84,24.0,33.0,3.27,0.55,9.7,5.0
0.26,20.0,49.0,3.13,0.54,9.6,5.0
0.69,15.0,21.0,3.38,0.6,11.3,6.0
0.51,21.0,45.0,3.49,0.96,12.1,6.0
0.38,15.0,29.0,3.23,0.76,11.3,8.0
0.91,22.0,47.0,3.51,0.43,10.7,6.0
0.36,6.0,20.0,3.14,0.72,11.1,7.0
0.765,4.0,14.0,3.29,0.54,9.7,4.0
0.765,35.0,63.0,3.57,0.78,9.9,5.0
0.37,12.0,51.0,3.29,0.58,11.1,6.0
0.45,19.0,47.0,3.26,1.11,11.0,6.0
0.18,7.0,20.0,3.28,0.7,11.1,5.0
0.64,5.0,33.0,3.37,0.58,11.0,5.0
0.53,6.0,14.0,3.05,0.74,11.5,7.0
0.6,3.0,15.0,3.42,0.6,10.8,6.0
0.31,17.0,43.0,3.31,0.77,12.5,7.0
0.49,8.0,14.0,3.21,0.9,10.5,6.0
0.64,9.0,17.0,3.52,0.78,10.6,5.0
0.765,9.0,22.0,3.33,0.68,10.9,6.0
0.51,16.0,101.0,3.46,0.87,12.9,7.0
0.58,34.0,44.0,3.1,0.43,9.3,5.0
0.89,7.0,60.0,2.99,1.18,10.2,5.0
0.29,23.0,43.0,3.04,0.68,11.4,7.0
0.72,7.0,32.0,3.39,0.54,9.6,5.0
0.82,36.0,48.0,3.2,0.58,9.8,5.0
0.16,24.0,52.0,3.34,0.71,11.2,6.0
0.43,6.0,11.0,3.44,0.54,12.2,6.0
0.56,37.0,92.0,3.3,0.65,10.1,5.0
0.54,16.0,40.0,3.39,0.62,9.4,5.0
0.41,4.0,11.0,3.28,0.59,9.5,5.0
0.76,12.0,16.0,3.45,0.68,11.5,6.0
0.52,5.0,18.0,3.2,0.52,9.4,5.0
0.19,18.0,30.0,3.29,0.69,11.2,6.0
0.34,27.0,63.0,3.68,0.79,14.0,6.0
0.47,6.0,47.0,3.3,0.68,12.7,6.0
0.645,8.0,28.0,3.28,0.6,10.0,6.0
0.48,3.0,10.0,3.21,0.59,12.1,7.0
0.26,11.0,27.0,3.21,0.8,9.4,6.0
0.41,35.0,72.0,3.44,0.52,9.4,5.0
0.5,10.0,45.0,3.24,0.6,9.7,7.0
0.69,20.0,112.0,3.21,0.71,9.3,5.0
0.51,6.0,15.0,3.09,0.66,11.8,7.0
0.38,5.0,12.0,3.36,0.55,11.4,6.0
0.48,18.0,34.0,3.33,0.64,9.7,5.0
0.28,6.0,12.0,3.26,0.62,12.4,7.0
0.52,10.0,37.0,3.46,0.5,11.0,5.0
0.51,16.0,86.0,3.34,0.64,9.5,6.0
0.45,12.0,87.0,3.33,0.83,10.5,5.0
0.78,6.0,32.0,3.26,0.56,10.6,6.0
0.53,24.0,45.0,3.6,0.68,10.3,6.0
0.4,29.0,80.0,3.49,0.66,13.6,6.0
0.86,20.0,57.0,3.6,0.74,11.7,6.0
0.59,34.0,53.0,3.41,0.67,9.7,5.0
0.28,10.0,22.0,3.39,0.68,10.6,5.0
0.49,17.0,144.0,3.2,0.55,9.5,5.0
0.705,9.0,26.0,3.39,0.49,9.7,5.0
0.585,14.0,86.0,3.56,0.94,12.9,7.0
0.44,26.0,121.0,3.23,0.58,9.2,5.0
0.54,7.0,31.0,3.27,0.6,9.3,6.0
0.69,33.0,141.0,3.25,0.51,9.9,5.0
0.62,6.0,18.0,3.29,0.63,9.3,5.0
0.81,6.0,14.0,3.51,0.66,10.8,6.0
0.35,31.0,47.0,3.26,0.82,10.6,7.0
0.38,5.0,19.0,3.11,0.62,10.8,6.0
0.56,14.0,104.0,3.28,0.62,9.4,5.0
1.18,14.0,41.0,3.34,0.47,10.5,5.0
0.3,18.0,61.0,3.44,0.78,10.3,6.0
0.24,10.0,28.0,3.14,0.61,10.4,5.0
0.6,5.0,10.0,3.18,0.63,10.4,6.0
0.56,19.0,58.0,3.18,0.56,10.1,6.0
0.21,10.0,24.0,3.07,0.84,9.2,7.0
0.59,11.0,18.0,3.41,0.59,10.8,7.0
0.54,9.0,105.0,3.25,1.18,10.5,6.0
0.66,4.0,23.0,3.15,0.74,9.2,5.0
0.645,8.0,16.0,3.38,0.59,9.8,6.0
0.48,21.0,122.0,3.32,0.62,9.4,5.0
0.43,10.0,48.0,3.34,0.46,9.4,5.0
0.37,6.0,16.0,3.09,0.8,9.3,5.0
0.24,8.0,22.0,3.22,0.94,10.9,6.0
0.64,11.0,119.0,3.36,0.7,10.9,5.0
0.43,27.0,51.0,3.49,0.64,10.4,5.0
0.47,7.0,20.0,3.32,0.63,10.5,5.0
0.625,13.0,49.0,3.14,0.57,11.0,5.0
0.69,23.0,81.0,3.48,0.74,11.6,6.0
0.26,20.0,38.0,3.29,0.47,10.8,6.0
0.655,15.0,113.0,3.17,0.66,9.8,5.0
1.02,17.0,24.0,3.59,0.55,11.2,4.0
0.4,17.0,29.0,3.12,0.65,11.2,6.0
0.295,14.0,21.0,3.14,0.51,10.9,6.0
0.57,4.0,11.0,3.46,0.68,9.5,5.0
0.635,19.0,56.0,3.02,1.15,9.3,5.0
0.6,20.0,110.0,3.3,1.17,10.2,5.0
0.615,7.0,42.0,3.07,0.73,10.0,7.0
0.4,6.0,19.0,3.27,0.82,11.7,7.0
0.36,26.0,65.0,3.46,0.62,9.5,6.0
0.57,4.0,9.0,3.16,0.54,9.8,6.0
0.48,19.0,64.0,3.1,0.61,10.5,6.0
0.68,9.0,20.0,3.17,1.08,9.2,4.0
0.62,17.0,84.0,3.51,0.53,9.7,5.0
0.46,18.0,34.0,3.39,0.6,10.6,6.0
0.28,17.0,60.0,3.16,0.58,9.8,6.0
0.6,3.0,7.0,3.22,0.37,13.0,5.0
0.68,11.0,44.0,3.31,0.55,9.5,6.0
0.64,9.0,23.0,3.47,0.67,9.4,6.0
0.27,6.0,16.0,3.28,0.7,9.7,5.0
0.37,28.0,65.0,3.16,0.59,9.8,5.0
0.4,24.0,58.0,3.34,0.58,9.4,5.0
0.645,14.0,57.0,3.37,0.46,10.3,5.0
0.39,28.0,91.0,3.44,0.55,12.1,6.0
0.44,7.0,20.0,3.14,0.79,11.1,7.0
0.69,42.0,52.0,3.42,0.6,10.2,6.0
0.61,17.0,46.0,3.26,0.51,9.3,4.0
0.47,14.0,28.0,3.18,0.8,11.2,5.0
0.63,14.0,38.0,3.37,0.58,9.0,6.0
0.61,13.0,38.0,3.48,0.65,9.8,5.0
0.7,8.0,16.0,3.43,0.52,12.6,5.0
0.5,6.0,14.0,3.39,0.64,9.4,6.0
0.645,10.0,23.0,2.92,0.74,11.1,5.0
0.69,22.0,89.0,3.34,0.54,9.2,6.0
0.4,5.0,12.0,3.34,0.56,9.2,5.0
0.53,15.0,105.0,3.27,0.54,9.4,6.0
0.5,21.0,73.0,3.36,0.57,9.1,5.0
0.53,24.0,144.0,3.3,0.6,9.5,5.0
0.39,12.0,30.0,3.18,0.63,10.8,7.0
0.38,6.0,19.0,3.42,0.57,9.4,5.0
0.4,11.0,25.0,3.42,0.74,10.1,7.0
0.58,5.0,14.0,3.21,1.03,11.6,6.0
0.58,34.0,124.0,3.44,0.48,10.5,5.0
0.635,5.0,62.0,3.0,1.09,9.3,5.0
0.39,14.0,24.0,3.45,0.87,11.2,7.0
0.49,16.0,62.0,3.03,1.17,9.0,5.0
0.5,13.0,26.0,3.46,0.47,10.0,5.0
0.58,7.0,11.0,3.45,0.58,11.3,6.0
0.6,24.0,37.0,3.4,0.61,10.9,6.0
0.6,19.0,41.0,3.39,0.62,10.1,6.0
0.41,26.0,45.0,3.38,0.64,10.1,6.0
1.0,7.0,37.0,3.32,0.55,9.0,6.0
0.785,6.0,13.0,3.59,0.61,10.0,4.0
0.39,21.0,101.0,3.13,0.51,9.5,5.0
0.67,22.0,39.0,3.4,0.74,9.7,5.0
0.5,12.0,46.0,3.43,0.62,10.7,6.0
0.4,7.0,17.0,3.08,0.67,9.3,6.0
0.785,10.0,21.0,3.29,0.67,10.0,5.0
0.64,5.0,77.0,3.13,0.62,9.1,6.0
0.49,14.0,25.0,3.35,0.63,12.0,6.0
0.34,12.0,57.0,3.3,0.47,9.0,6.0
0.47,18.0,38.0,3.16,0.85,11.1,6.0
0.76,6.0,12.0,3.55,0.63,9.95,3.0
0.42,6.0,18.0,3.29,0.61,9.2,6.0
0.48,14.0,32.0,3.09,1.06,9.1,6.0
0.45,16.0,72.0,3.55,0.6,9.5,5.0
0.5,7.0,24.0,3.09,0.68,10.9,6.0
0.66,12.0,88.0,3.26,0.66,10.1,5.0
0.23,21.0,67.0,3.5,0.63,11.1,5.0
0.66,4.0,9.0,3.4,0.47,9.4,5.0
0.78,13.0,26.0,3.37,0.46,9.6,4.0
0.21,40.5,165.0,3.25,0.59,11.9,6.0
0.69,13.0,33.0,3.36,0.45,9.4,5.0
0.66,3.0,11.0,3.71,0.63,12.8,7.0
0.6,15.0,59.0,3.3,0.46,9.4,5.0
0.875,4.0,14.0,3.44,0.52,11.5,5.0
0.25,11.0,41.0,3.52,0.8,12.4,7.0
1.07,10.0,89.0,3.3,0.57,9.0,5.0
0.41,19.0,41.0,3.21,0.76,11.3,6.0
0.78,10.0,19.0,3.4,0.47,10.0,5.0
0.57,4.0,11.0,3.46,0.68,9.5,5.0
0.57,12.0,89.0,3.04,0.9,10.1,5.0
0.49,12.0,30.0,3.42,0.58,10.2,6.0
0.48,9.0,23.0,3.39,0.43,9.05,4.0
0.5,26.0,55.0,3.18,0.68,10.9,5.0
0.44,9.0,18.0,3.42,0.69,11.3,6.0
